epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,131.58,1.98992,7.34514,1.83024,0.0112,0.64262,0.08689,0.02701,0.55252,2.20285,0.52616,0.000665635,0.000665635,0.000665635
2,234.924,1.70115,2.33993,1.51481,0.11111,0.20328,0.05622,0.01404,0.66313,1.49965,0.59232,0.00131032,0.00131032,0.00131032
3,336.594,1.65776,2.13742,1.48299,0.02574,0.23934,0.03935,0.01141,0.7446,1.36563,0.89055,0.001933,0.001933,0.001933
4,437.359,1.56702,2.04606,1.42857,0.27098,0.53443,0.30066,0.10381,0.51746,2.70057,0.44529,0.001901,0.001901,0.001901
5,538.873,1.5303,1.94462,1.38158,0.38718,0.39672,0.36079,0.13567,0.47158,1.83601,0.40608,0.001868,0.001868,0.001868
6,641.496,1.43712,1.92054,1.31816,0.2645,0.63934,0.34235,0.13357,0.46659,1.23222,0.40235,0.001835,0.001835,0.001835
7,741.311,1.48417,1.88418,1.36096,0.05793,0.15082,0.02888,0.00599,0.67539,1.4512,0.6645,0.001802,0.001802,0.001802
8,842.1,1.41575,1.80415,1.32384,0.38127,0.49836,0.3719,0.15387,0.45886,1.77795,0.39503,0.001769,0.001769,0.001769
9,943.24,1.35035,1.75953,1.26528,0.35407,0.46885,0.35635,0.14688,0.45476,1.52336,0.40326,0.001736,0.001736,0.001736
10,1043.82,1.38621,1.78653,1.30212,0.43016,0.43607,0.37527,0.14132,0.46829,1.76346,0.40367,0.001703,0.001703,0.001703
11,1144.68,1.36772,1.67678,1.29907,0.37342,0.48197,0.33899,0.12421,0.46639,2.32114,0.40969,0.00167,0.00167,0.00167
12,1245.1,1.27185,1.68971,1.23183,0.45145,0.38033,0.36201,0.14655,0.43661,1.13448,0.3946,0.001637,0.001637,0.001637
13,1345.68,1.25066,1.61439,1.21597,0.07263,0.04391,0.00942,0.00162,0.78075,4.8632,0.75358,0.001604,0.001604,0.001604
14,1445.78,1.22244,1.57601,1.21395,0.33487,0.24761,0.20139,0.06461,0.53225,1.06742,0.44681,0.001571,0.001571,0.001571
15,1546.87,1.23075,1.54327,1.21656,0.40783,0.46557,0.38975,0.15643,0.45211,2.10274,0.39589,0.001538,0.001538,0.001538
16,1647.97,1.16069,1.47973,1.16522,0.34833,0.31803,0.31138,0.12434,0.45384,1.15759,0.40044,0.001505,0.001505,0.001505
17,1748.13,1.10845,1.37516,1.12239,0.40372,0.41639,0.35431,0.13643,0.45225,1.41101,0.41421,0.001472,0.001472,0.001472
18,1848.05,1.06748,1.36261,1.10406,0.39853,0.42623,0.34798,0.14513,0.44839,1.47308,0.41689,0.001439,0.001439,0.001439
