epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.6832,3.295,29.7361,2.03823,0.00035,0.3125,0.00027,4e-05,2.83842,26.4134,1.44348,0.00032,0.00032,0.00032
2,29.5496,2.70865,19.4697,1.5917,0.00063,0.5625,0.00148,0.0002,2.4301,21.7932,1.31467,0.000653466,0.000653466,0.000653466
3,41.6979,2.47613,20.4066,1.62225,7e-05,0.0625,0,0,2.29707,19.2702,1.276,0.0009802,0.0009802,0.0009802
4,53.5475,1.92948,18.674,1.25389,0.00042,0.375,0.00018,6e-05,2.46562,20.6989,1.39444,0.0013002,0.0013002,0.0013002
5,67.5683,2.34239,13.2078,1.55057,0.00104,0.9375,0.23816,0.07721,2.21391,18.2738,1.3399,0.00161347,0.00161347,0.00161347
6,82.1179,1.96467,10.0448,1.38588,0.88088,0.25,0.54928,0.24062,2.21867,13.8709,1.37971,0.001901,0.001901,0.001901
7,98.0432,1.87714,9.53613,1.39278,0.65316,0.4375,0.55527,0.16637,2.27311,12.3817,1.49249,0.0018812,0.0018812,0.0018812
8,115.138,2.07391,8.60337,1.47541,0.66024,0.48675,0.59611,0.19809,2.24371,11.5097,1.44442,0.0018614,0.0018614,0.0018614
9,132.893,1.99389,7.47066,1.35342,0.61409,0.25,0.24407,0.06122,2.6776,16.3042,1.66067,0.0018416,0.0018416,0.0018416
10,151.087,1.86957,6.92171,1.33992,0.63308,0.43185,0.54181,0.26966,1.73568,13.1687,1.28571,0.0018218,0.0018218,0.0018218
11,173.717,2.04782,8.53385,1.33469,0.47829,0.625,0.45155,0.16607,2.32108,13.6536,1.43292,0.001802,0.001802,0.001802
12,192.844,2.00323,8.34798,1.51695,0.79957,0.74811,0.73505,0.29406,2.01592,8.37694,1.4379,0.0017822,0.0017822,0.0017822
13,210.637,1.72037,7.36714,1.27095,0.75603,0.77564,0.77054,0.317,1.82043,8.24347,1.29112,0.0017624,0.0017624,0.0017624
14,228.711,1.82396,5.07693,1.29062,0.56685,0.4375,0.45055,0.14956,2.25278,6.88559,1.39329,0.0017426,0.0017426,0.0017426
15,248.184,1.73076,5.74487,1.33144,0.60876,0.1875,0.38915,0.10725,2.47689,7.36833,1.40134,0.0017228,0.0017228,0.0017228
16,270.706,1.823,7.20086,1.3311,0.65188,0.625,0.58328,0.2879,1.94316,5.76983,1.26073,0.001703,0.001703,0.001703
17,293.42,1.65321,7.09399,1.15373,0.52945,0.63328,0.63295,0.31107,1.67821,5.62391,1.18755,0.0016832,0.0016832,0.0016832
18,317.553,1.59037,4.71253,1.21092,0.80664,0.5625,0.58402,0.30963,1.6807,4.7472,1.15913,0.0016634,0.0016634,0.0016634
19,339.263,1.49763,3.94741,1.18872,0.81773,0.56095,0.57263,0.27086,1.78503,5.16704,1.18225,0.0016436,0.0016436,0.0016436
20,360.401,1.5206,4.96867,1.11079,0.60259,0.625,0.70787,0.34474,1.96712,5.71548,1.24333,0.0016238,0.0016238,0.0016238
21,376.313,1.36006,4.40507,1.0842,0.64779,0.6875,0.71677,0.30512,2.33687,5.05856,1.44095,0.001604,0.001604,0.001604
22,392.065,1.50354,2.91522,1.23637,0.64841,0.69182,0.71791,0.33483,2.00504,5.06461,1.31355,0.0015842,0.0015842,0.0015842
23,407.791,1.58188,3.70754,1.20922,0.7359,0.875,0.78071,0.34725,2.06828,4.45005,1.35398,0.0015644,0.0015644,0.0015644
24,423.28,1.49463,2.94069,1.24786,0.55027,0.84184,0.73478,0.42195,1.74213,3.54951,1.20235,0.0015446,0.0015446,0.0015446
25,437.009,1.26203,2.55407,1.1319,0.72959,0.67522,0.73539,0.45529,1.66258,3.33539,1.18845,0.0015248,0.0015248,0.0015248
26,450.866,1.54279,3.06623,1.18837,0.67649,0.625,0.73489,0.44486,1.74842,3.95522,1.19224,0.001505,0.001505,0.001505
27,466.398,1.53102,2.90371,1.16226,0.92206,0.7401,0.87996,0.40736,1.84102,3.28599,1.19707,0.0014852,0.0014852,0.0014852
28,484.697,1.49032,2.86093,1.12034,0.86197,0.75,0.87528,0.42266,1.86057,3.21668,1.19739,0.0014654,0.0014654,0.0014654
29,502.574,1.51818,3.65618,1.19305,0.82279,0.75,0.7881,0.37961,1.69652,2.9844,1.11921,0.0014456,0.0014456,0.0014456
30,524.362,1.38655,3.0686,1.12532,0.77907,0.75,0.78503,0.38127,1.70381,2.84832,1.14566,0.0014258,0.0014258,0.0014258
31,543.28,1.3237,3.59317,1.07035,0.83773,0.75,0.81421,0.38733,1.83387,2.80494,1.2331,0.001406,0.001406,0.001406
32,558.614,1.55788,3.33582,1.09934,0.73375,0.8125,0.80943,0.35924,1.7406,2.82441,1.23292,0.0013862,0.0013862,0.0013862
33,579.69,1.36787,2.51524,1.10121,0.70809,0.625,0.7107,0.35244,1.58073,3.65811,1.14405,0.0013664,0.0013664,0.0013664
34,601.329,1.43401,2.47747,1.14223,0.37158,0.625,0.40272,0.16005,1.78851,4.5235,1.15003,0.0013466,0.0013466,0.0013466
35,627.739,1.25295,2.15884,1.08769,0.68244,0.8125,0.73107,0.43733,1.3618,2.94146,1.03009,0.0013268,0.0013268,0.0013268
36,650.347,1.23807,2.09865,1.08471,0.66661,0.8125,0.74022,0.43908,1.41452,2.86839,1.03364,0.001307,0.001307,0.001307
37,677.124,1.31398,2.59278,1.06585,0.86459,0.5625,0.61547,0.34713,1.59072,2.55156,1.09476,0.0012872,0.0012872,0.0012872
38,703.176,1.29967,2.28351,1.06716,0.95554,0.5625,0.63974,0.34076,1.79654,2.32109,1.16244,0.0012674,0.0012674,0.0012674
39,728.211,1.19648,2.35081,1.05495,0.82396,0.625,0.63698,0.353,1.64978,2.4422,1.15948,0.0012476,0.0012476,0.0012476
40,752.546,1.23849,2.18622,1.02983,0.9082,0.61886,0.72388,0.35167,1.8967,2.42269,1.29019,0.0012278,0.0012278,0.0012278
41,770.291,1.29013,1.92506,1.10265,0.72805,0.5625,0.71859,0.35812,1.71207,2.17719,1.26791,0.001208,0.001208,0.001208
42,784.647,1.14847,1.72036,1.02517,0.83113,0.5,0.6743,0.38583,1.58217,2.1853,1.19509,0.0011882,0.0011882,0.0011882
43,798.655,1.14197,1.82974,1.03583,0.76026,0.5625,0.70821,0.35376,1.77194,2.20079,1.11149,0.0011684,0.0011684,0.0011684
44,812.67,1.0943,1.93896,1.02153,0.66112,0.5625,0.64707,0.34127,1.84158,2.3198,1.2521,0.0011486,0.0011486,0.0011486
45,825.809,1.01414,1.78035,0.9287,0.60748,0.625,0.65256,0.36821,1.79026,2.13538,1.30258,0.0011288,0.0011288,0.0011288
