epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,129.39,1.98992,7.34514,1.83024,0.0112,0.64262,0.08689,0.02701,0.55252,2.20285,0.52616,0.000665635,0.000665635,0.000665635
2,231.47,1.70115,2.33993,1.51481,0.11111,0.20328,0.05622,0.01404,0.66313,1.49965,0.59232,0.00131032,0.00131032,0.00131032
3,331.319,1.65776,2.13742,1.48299,0.02574,0.23934,0.03935,0.01141,0.7446,1.36563,0.89055,0.001933,0.001933,0.001933
4,430.987,1.56702,2.04606,1.42857,0.27098,0.53443,0.30066,0.10381,0.51746,2.70057,0.44529,0.001901,0.001901,0.001901
5,531.674,1.5303,1.94462,1.38158,0.38718,0.39672,0.36079,0.13567,0.47158,1.83601,0.40608,0.001868,0.001868,0.001868
6,631.916,1.43712,1.92054,1.31816,0.2645,0.63934,0.34235,0.13357,0.46659,1.23222,0.40235,0.001835,0.001835,0.001835
7,730.859,1.48417,1.88418,1.36096,0.05793,0.15082,0.02888,0.00599,0.67539,1.4512,0.6645,0.001802,0.001802,0.001802
8,830.626,1.41575,1.80415,1.32384,0.38127,0.49836,0.3719,0.15387,0.45886,1.77795,0.39503,0.001769,0.001769,0.001769
9,931.076,1.35035,1.75953,1.26528,0.35407,0.46885,0.35635,0.14688,0.45476,1.52336,0.40326,0.001736,0.001736,0.001736
10,1030.76,1.38621,1.78653,1.30212,0.43016,0.43607,0.37527,0.14132,0.46829,1.76346,0.40367,0.001703,0.001703,0.001703
11,1130.59,1.36772,1.67678,1.29907,0.37342,0.48197,0.33899,0.12421,0.46639,2.32114,0.40969,0.00167,0.00167,0.00167
12,1230.05,1.27185,1.68971,1.23183,0.45145,0.38033,0.36201,0.14655,0.43661,1.13448,0.3946,0.001637,0.001637,0.001637
13,1329.77,1.25066,1.61439,1.21597,0.07263,0.04391,0.00942,0.00162,0.78075,4.8632,0.75358,0.001604,0.001604,0.001604
14,1428.91,1.22244,1.57601,1.21395,0.33487,0.24761,0.20139,0.06461,0.53225,1.06742,0.44681,0.001571,0.001571,0.001571
15,1528.8,1.23075,1.54327,1.21656,0.40783,0.46557,0.38975,0.15643,0.45211,2.10274,0.39589,0.001538,0.001538,0.001538
16,1629.06,1.16069,1.47973,1.16522,0.34833,0.31803,0.31138,0.12434,0.45384,1.15759,0.40044,0.001505,0.001505,0.001505
17,1728.29,1.10845,1.37516,1.12239,0.40372,0.41639,0.35431,0.13643,0.45225,1.41101,0.41421,0.001472,0.001472,0.001472
18,1827.62,1.06748,1.36261,1.10406,0.39853,0.42623,0.34798,0.14513,0.44839,1.47308,0.41689,0.001439,0.001439,0.001439
19,1926.77,1.03773,1.19964,1.07384,0.37775,0.37705,0.32468,0.12579,0.46702,1.41655,0.43077,0.001406,0.001406,0.001406
20,2025.89,1.00097,1.13162,1.06153,0.41285,0.45574,0.34068,0.12793,0.49547,1.69521,0.43567,0.001373,0.001373,0.001373
21,2125.68,0.99899,1.09688,1.0761,0.35908,0.40656,0.31417,0.11717,0.50947,2.26559,0.44891,0.00134,0.00134,0.00134
22,2225,0.95927,1.01535,1.04741,0.39214,0.46321,0.33988,0.13253,0.48174,2.08526,0.43626,0.001307,0.001307,0.001307
23,2324.69,0.89351,0.91803,0.99727,0.40113,0.41311,0.31098,0.12105,0.484,2.72101,0.4462,0.001274,0.001274,0.001274
24,2423.97,0.85806,0.76234,0.97385,0.37288,0.36393,0.29334,0.11503,0.47911,2.12654,0.45232,0.001241,0.001241,0.001241
25,2523.02,0.84104,0.74693,0.97018,0.1,0.26885,0.05346,0.01131,0.77763,1.60283,0.80194,0.001208,0.001208,0.001208
26,2622.38,0.79985,0.68635,0.94815,0.35719,0.43544,0.29344,0.1158,0.48088,2.76126,0.46159,0.001175,0.001175,0.001175
27,2721.2,0.72995,0.64718,0.89222,0.42571,0.37377,0.29479,0.1101,0.49553,1.78603,0.45425,0.001142,0.001142,0.001142
28,2820.59,0.70107,0.5968,0.89505,0.44804,0.36721,0.29288,0.10784,0.50604,1.66621,0.48507,0.001109,0.001109,0.001109
29,2919.21,0.63741,0.51579,0.82351,0.35467,0.38689,0.28787,0.10115,0.52655,2.11077,0.51086,0.001076,0.001076,0.001076
30,3017.92,0.5963,0.49692,0.82224,0.09673,0.23279,0.03811,0.00973,0.79318,2.19506,0.86486,0.001043,0.001043,0.001043
31,3117.61,0.563,0.44845,0.79985,0.42945,0.42693,0.30239,0.11897,0.5148,2.68945,0.51409,0.00101,0.00101,0.00101
32,3217.35,0.54151,0.43508,0.80409,0.41682,0.2918,0.22163,0.08432,0.52253,1.91091,0.5373,0.000977,0.000977,0.000977
33,3316.94,0.49691,0.40169,0.76518,0.42896,0.29309,0.22007,0.08621,0.54625,1.98267,0.54636,0.000944,0.000944,0.000944
34,3415.53,0.46903,0.37683,0.74777,0.40568,0.36066,0.26345,0.09667,0.5465,2.20205,0.56073,0.000911,0.000911,0.000911
35,3514.12,0.44662,0.35823,0.73218,0.4485,0.34662,0.26692,0.10376,0.5358,2.20718,0.55749,0.000878,0.000878,0.000878
36,3612.76,0.43772,0.34938,0.746,0.48717,0.3377,0.27083,0.10022,0.56981,1.81011,0.58336,0.000845,0.000845,0.000845
37,3712.02,0.39492,0.31729,0.71806,0.40999,0.37705,0.28637,0.10292,0.55205,2.31617,0.58548,0.000812,0.000812,0.000812
38,3811.37,0.37539,0.3096,0.7078,0.44117,0.36066,0.25792,0.0983,0.53359,2.18849,0.55467,0.000779,0.000779,0.000779
39,3909.78,0.3383,0.2827,0.69353,0.33641,0.47869,0.27648,0.09839,0.54929,1.85827,0.58757,0.000746,0.000746,0.000746
40,4009.43,0.35303,0.29018,0.71562,0.43146,0.34754,0.2708,0.09491,0.56827,2.07512,0.59678,0.000713,0.000713,0.000713
